Gene,Mouse2_Zadj,Mouse3_Zadj,Mouse4_Zadj,Mouse5_Zadj
CNAG_05514,0.137156389,-0.211868143,0.545006962,-0.108203369
CNAG_05519,0.529650879,0.496844547,0.552808179,0.288328636
CNAG_05523,-1.348581061,-0.725036082,-0.192200706,0.790952526
CNAG_05530,-0.200819539,0.417430768,-1.654284901,0.656108991
CNAG_05544,-0.570241592,-0.061606365,-0.255002392,-0.24066603
CNAG_05562,-5.792906178,-4.661949734,-5.079680312,-6.965685316
CNAG_05565,0.590506465,-0.384052497,-1.642213405,0.220951346
CNAG_05566,0.411613917,-0.203655822,-1.306644572,-0.137293789
CNAG_05572,0.506756426,-0.547725295,-0.136724253,0.081425969
CNAG_05577,-2.902002726,-2.404647895,-1.908385381,-2.189450477
CNAG_05579,-0.164725081,0.81551527,0.260441503,0.683713489
CNAG_05582,0.696684919,-0.509766273,-0.203474334,0.097079147
CNAG_05584,0.856026986,0.350524903,1.147711346,0.439632845
CNAG_05585,-2.790018951,-4.185376268,-5.190097779,-3.013919063
CNAG_05607,-6.73658433,-4.405539104,-6.799019522,-7.950496661
CNAG_05613,-8.543771918,-4.198318647,-5.828159345,-6.711771615
CNAG_05616,-0.189302137,0.485335402,0.414875199,0.146473555
CNAG_05620,-0.481180499,-1.47942344,-0.882868827,0.35304711
CNAG_05643,-0.189943163,1.046473012,0.029372422,0.649433905
CNAG_05644,0.328343429,-1.109499386,1.001982925,-1.569677419
CNAG_05646,0.898237778,0.87182824,0.629329274,0.304125678
CNAG_05647,-0.507604982,0.319323722,-0.107361151,-1.198492664
CNAG_05649,-0.748420663,0.877089369,-0.017964902,0.700159014
CNAG_05651,-6.545626863,-2.078624209,-5.180907353,-2.592731281
CNAG_05656,0.080690747,0.192505481,0.499289368,0.560709569
CNAG_05659,0.608435076,0.154406172,0.896963653,-0.068296153
CNAG_05666,-0.569058712,-0.153196075,-0.442773515,-1.187834919
CNAG_05671,-4.578325029,-3.216978278,-5.500438782,-5.970929583
CNAG_05672,0.35433842,0.227508672,0.607146261,-0.248125579
CNAG_05673,-8.454312371,-6.704667957,-6.893907561,-7.724824572
CNAG_05682,-0.080095029,0.108243784,0.397057274,0.034481883
CNAG_05683,0.138672174,0.155317031,0.092750542,0.656104622
CNAG_05687,-6.427746137,-2.056064928,-5.036518956,-6.289530226
CNAG_05702,-2.510187388,-0.537023819,-1.669248241,-2.410731443
CNAG_05704,-6.032975195,-4.73550753,-5.000622957,-7.092450119
CNAG_05707,0.655303924,-0.05783612,-0.850599715,-0.756022715
CNAG_05711,0.421017353,-0.101997765,0.45029579,-0.374751635
CNAG_05717,-0.072368834,0.937689856,0.152396827,1.513269052
CNAG_05721,-3.815117291,-2.525028271,-3.738723367,-8.528722236
CNAG_05728,-0.208664143,1.20141696,-1.397938872,0.167833322
CNAG_05729,-0.933022289,0.665082649,0.601637045,-1.014136983
CNAG_05733,-7.079971063,-4.801699781,-3.018158949,-3.655020038
CNAG_05734,-7.754891668,-5.280993878,-6.924759207,-7.981427434
CNAG_05736,0.342454839,0.081385435,0.501278421,1.327515601
CNAG_05738,-0.047460883,-0.114630636,-0.694208766,-1.272386954
CNAG_05739,1.780498439,-0.34351781,0.86056275,-0.014415221
CNAG_05747,-0.854531277,-1.423620353,-1.419029182,-1.419867223
CNAG_05748,2.383747341,0.318300975,1.176953959,0.204756313
CNAG_05749,0.52726003,1.462786885,0.194937377,0.261652746
CNAG_05752,-0.236240259,-0.508346874,0.178505317,0.745705742
CNAG_05763,0.342974572,0.547938435,-0.816548223,-0.055754155
CNAG_05765,0.555219401,0.048356618,-0.189049611,-0.284474766
CNAG_05769,-0.054663984,0.377238854,-0.193059897,0.168255757
CNAG_05774,-5.393424096,-1.837172057,-1.964599537,-6.196350149
CNAG_05786,0.87368859,-0.271904036,0.566138729,0.314143516
CNAG_05791,-3.689398033,-2.393888214,-2.046641695,-3.83611735
CNAG_05801,-7.057023367,-4.975733262,-6.622271687,-6.311947282
CNAG_05802,1.078011594,0.257616743,0.011741818,0.707984317
CNAG_05807,1.382810884,0.129653325,1.161769996,1.043336987
CNAG_05816,2.69844686,2.389429102,2.217124669,2.262091728
CNAG_05818,-8.069025344,-4.638522964,-6.0597161,-6.910894
CNAG_05821,0.20221891,0.329007747,0.706247421,0.520685522
CNAG_05822,0.258497103,0.902602414,0.638535052,0.870612561
CNAG_05823,-1.738952871,-0.873906484,-0.558842016,0.33618444
CNAG_05837,1.361670149,1.386377747,1.52722055,2.100201758
CNAG_05839,-0.996884063,-2.138986619,-1.73966045,-1.673402528
CNAG_05845,-5.613816005,-1.232362496,-4.15439857,-2.839129033
CNAG_05846,0.514401032,-1.363946153,-0.238258457,0.015582638
CNAG_05852,-0.640311591,0.064814487,-1.067922537,-1.37113649
CNAG_05858,0.464582717,0.314383077,-0.350522758,-0.206094539
CNAG_05859,0.504639383,-0.838493559,-1.027833897,-0.162189102
CNAG_05860,-0.604109349,0.819112506,0.376369264,-1.197431681
CNAG_05862,-0.549116132,-0.114068626,0.485712364,-1.753165776
CNAG_05866,0.757142634,0.375202047,0.558667767,-0.560266481
CNAG_05868,0.406416612,0.332246468,-0.030949146,0.161032294
CNAG_05869,-0.148183817,-1.330369921,-0.552972011,-0.07890404
CNAG_05873,-1.589491803,-0.1465,-0.946526852,-1.66155461
CNAG_05874,-0.151940877,-0.514887478,-0.281738959,0.304642693
CNAG_05890,-0.367122027,0.140853427,0.618373668,0.235889525
CNAG_05891,-1.058848265,1.057995718,-0.306599909,0.258214884
CNAG_05897,1.854312182,2.304704548,1.555221987,1.531438193
CNAG_05899,-9.296402282,-6.275681496,-7.649663387,-7.759632917
CNAG_05901,-6.346200796,-5.207594929,-6.83199862,-7.876041126
CNAG_05903,-0.210759077,-0.13296654,-0.069937846,-0.659160516
CNAG_05926,-4.12453492,-1.675904527,-3.666599682,-4.279797131
CNAG_05932,0.598228355,-0.206051599,0.098025486,-1.293785864
CNAG_05962,0.611164193,-0.173262092,-0.170686592,-0.296485858
CNAG_05963,-1.161158033,-0.766950432,0.162366924,1.089109486
CNAG_05965,-1.535508791,0.036159044,0.590027437,-0.368168423
CNAG_05972,-0.080623199,0.745428404,0.245831648,-0.15175135
CNAG_05974,0.172750418,0.238882921,1.189888931,0.962422552
CNAG_05977,-1.458556484,-1.584922863,-0.846629429,-5.132475948
CNAG_06015,0.03935792,1.063778877,0.604664,0.67324328
CNAG_06018,-0.607776732,0.81622655,0.064314937,-0.151139302
CNAG_06019,0.824890569,0.735982692,0.933380683,1.613858882
CNAG_06022,0.315909189,1.042883313,-0.991067324,0.100133956
CNAG_06024,-0.482413544,-1.052428899,-2.266395768,-2.273074755
CNAG_06050,0.142800913,-0.903913375,1.435667108,0.738551726
CNAG_06066,0.471701226,-1.124650155,0.377084039,0.405878434
CNAG_06073,-1.149595047,0.452791443,0.474656915,-0.021323152
CNAG_06074,0.416952183,1.473046537,0.054009885,-0.023358875
CNAG_06078,-1.630262615,1.93692134,0.762041252,-1.130957713
CNAG_06080,-5.07366487,-3.480716398,-6.970500612,-8.033394739
CNAG_06086,-5.284282837,-4.453475102,-5.878952307,-5.212945895
CNAG_06106,-0.118732099,-1.255883402,0.742478166,-1.303992551
CNAG_06119,1.430289732,0.631987112,-0.150057576,0.546645215
CNAG_06121,-1.023833664,-0.265404462,0.374790268,-0.515289259
CNAG_06129,0.432183118,-0.366975904,-0.342008553,-0.319844762
CNAG_06130,-1.452637821,-3.142826009,-2.817857911,-2.958458062
CNAG_06131,0.970889566,2.610279643,1.611433866,1.577701357
CNAG_06132,0.761026718,-0.476933063,0.131927564,-0.463758297
CNAG_06133,0.385502004,0.419906011,-0.677833536,1.059923319
CNAG_06135,0.998178825,-0.769267986,0.465461915,0.963040905
CNAG_06138,-0.386371481,-1.082002702,-0.341145311,0.712190819
CNAG_06139,0.984947335,0.932928223,-0.099158396,0.670956819
CNAG_06143,-0.543747152,-1.214226833,-1.459299009,0.352952717
CNAG_06152,1.102964766,0.362598753,0.123899438,1.169568891
CNAG_06154,0.985545046,-0.13362024,0.141694529,0.033249227
CNAG_06156,1.004857893,0.43653279,1.162423718,0.833413099
CNAG_06157,-0.331887553,-0.098915466,-0.328876798,0.687934757
CNAG_06159,-0.559018023,-0.112600666,0.374582008,0.344209523
CNAG_06168,-0.111699532,0.015597941,0.69409809,0.914614511
CNAG_06169,0.513174367,-0.121750224,-1.848650107,0.60941156
CNAG_06170,0.856853995,0.786171021,0.099218226,0.368814901
CNAG_06173,0.239750862,1.045470779,0.176076009,0.121898299
CNAG_06180,-0.287313959,0.139999311,1.225337496,0.364135326
CNAG_06184,0.369758405,0.085037498,0.525014639,0.154535132
CNAG_06185,1.128234077,-0.922330662,-0.426962556,0.901570738
CNAG_06189,0.271728407,0.054618162,-0.035138236,-0.206237899
CNAG_06192,0.22182661,-0.022672329,-0.608319975,0.389435873
CNAG_06194,1.126534354,0.889058395,1.06482878,0.76405454
CNAG_06209,1.453637587,-0.109483068,-0.879457812,-1.026948797
CNAG_06213,-1.134230733,0.5156898,1.117484455,0.100984186
CNAG_06215,-1.046103748,0.490285563,-0.978413237,-1.913945307
CNAG_06218,0.166409595,-0.112129931,0.484138731,0.4507873
CNAG_06223,-0.681718734,-0.14916425,-0.398066063,-3.144805163
CNAG_06224,-5.375173588,-3.5910398,-2.958946922,-5.554989161
CNAG_06236,-0.983438341,0.460479398,0.102315903,0.257842051
CNAG_06251,-0.000285004,1.567103856,-0.923080825,-0.118241618
CNAG_06252,-0.84263691,0.225798695,0.423417493,-0.42935062
CNAG_06253,-0.4672781,0.227758982,0.557602434,0.334498533
CNAG_06271,1.220522626,1.375435418,1.062780642,1.072187383
CNAG_06272,1.169845289,-0.872196464,0.759265413,0.435872261
CNAG_06287,-0.087982622,0.983197242,0.306224079,-1.105866004
CNAG_06292,0.246287643,0.274037891,0.217025593,-1.246346623
CNAG_06293,1.568330921,1.62393198,3.081434658,1.664916225
CNAG_06296,-0.694251214,0.400930451,-0.179479353,0.2060807
CNAG_06300,-5.6246674,-4.695198811,-6.184439421,-7.140342112
CNAG_06302,-0.231292082,-0.7569071,-0.070749374,0.27769501
CNAG_06311,1.230289608,1.160217498,-0.506989541,1.162566982
CNAG_06312,0.455705942,0.810830935,1.023283974,-0.398201965
CNAG_06317,0.677979002,0.216837289,0.868395598,0.823890569
CNAG_06319,0.870513613,-0.193973889,0.46255231,-0.471779618
CNAG_06320,1.753900695,0.280027988,0.958679056,1.516372323
CNAG_06321,0.55635857,0.84135246,-0.126252882,0.274060645
CNAG_06326,-0.251760011,1.31369152,-1.3462604,0.614752034
CNAG_06328,0.392372078,0.264750418,0.031215074,0.24495043
CNAG_06329,0.684329244,0.781246692,0.097677286,0.106709964
CNAG_06330,-0.381543509,1.056654137,0.119423861,0.793746013
CNAG_06334,0.985033646,1.294659858,0.029419337,0.013826323
CNAG_06337,-0.647505592,-0.712313027,0.877414802,-1.316591854
CNAG_06338,-0.240608405,-0.022921463,0.39045658,0.496029465
CNAG_06341,1.307691737,-1.118387741,0.671389898,0.432317468
CNAG_06350,0.485012025,0.780274307,-1.201224837,0.88603291
CNAG_06351,-7.253204144,-4.82470667,-5.815941267,-6.500135396
CNAG_06354,0.532314093,-0.020724733,-0.118972295,0.880172909
CNAG_06355,-0.624310745,0.941133829,0.978913734,-0.607403904
CNAG_06356,1.2843673,0.635939713,-0.397117296,-0.215031539
CNAG_06357,-0.769067765,-0.130901696,-0.489275322,-3.410160408
CNAG_06359,-0.306603937,-0.702023875,-0.056960157,-0.211313057
CNAG_06362,0.706612535,0.764259754,-0.617603437,0.672133085
CNAG_06365,-0.987185933,0.480214501,-0.192633233,-1.478755728
CNAG_06366,-0.334450784,1.352827356,0.535227139,0.129015431
CNAG_06370,-0.574354801,0.895799489,1.322665267,0.533173263
CNAG_06375,0.665591122,0.885341684,0.962647324,-0.680696039
CNAG_06382,-0.880342177,-0.419534375,-1.49987743,-0.528848979
CNAG_06385,-0.036943141,-0.18610787,0.998914988,-0.231735219
CNAG_06394,0.364135609,-0.394523705,1.350524648,-1.06279826
CNAG_06395,-0.36932159,0.992936976,0.736043873,0.321114428
CNAG_06406,0.355565929,-0.582124751,-1.275682304,0.01675726
CNAG_06409,0.755245782,-1.146482879,-0.347078979,0.317956516
CNAG_06410,-0.482886957,-0.895224795,-0.389847687,0.616348285
CNAG_06413,-0.167972084,-0.059963392,0.036635081,0.627594888
CNAG_06416,-2.531297415,0.924404495,-1.978154133,-5.840678659
CNAG_06417,-6.487481299,-3.653324348,-5.710062582,-6.835492421
CNAG_06418,-2.335804863,-0.603745375,-0.403286712,0.045099623
CNAG_06420,1.136552655,1.310932591,1.21702258,1.091584089
CNAG_06423,-0.248396586,0.060023295,0.177260274,0.093374869
CNAG_06435,0.058974245,1.022961985,0.297075821,1.202645096
CNAG_06449,-0.784443647,0.606547672,-0.128224757,-0.394585655
CNAG_06451,-6.270002746,-4.226501705,-5.592106435,-4.887057195
CNAG_06466,0.999772186,1.135715892,0.921465243,2.046039739
CNAG_06467,0.03341988,-0.485520633,0.302131258,0.648253896
CNAG_06473,-4.868512678,-4.492493654,-7.226166462,-8.323859479
CNAG_06475,-5.493866481,-2.648333772,-3.065470993,-4.095683312
CNAG_06482,0.374445513,-0.246525081,-1.175073648,-0.442126022
CNAG_06486,1.128746956,0.250332832,0.988584166,1.303115216
CNAG_06494,0.308004145,-0.404799417,-0.677017685,1.169394555
CNAG_06503,-0.47445462,0.059079003,1.196212006,0.75271008
CNAG_06504,0.41170333,0.774299285,0.086949559,-0.376095179
CNAG_06505,-0.951930061,-0.004272209,1.266433982,-0.603566899
CNAG_06506,1.80649221,1.809698441,2.434053309,1.186543491
CNAG_06507,0.658416466,1.02398108,0.225277353,0.579045119
CNAG_06511,0.623455915,0.027795369,-0.259183796,-0.672613636
CNAG_06515,-0.28132655,1.106232073,-0.612291137,0.458934848
CNAG_06516,-0.570686133,0.584359171,0.091333434,0.105773428
CNAG_06518,0.119745314,0.629105374,-0.747022718,-0.580383304
CNAG_06532,-3.441750253,-1.73448599,-2.19361011,-1.40009647
CNAG_06543,0.376341995,-0.856890467,-0.214123321,0.23909985
CNAG_06548,-1.079969809,-0.882381515,-1.167107541,0.047758561
CNAG_06551,0.617680285,-0.044253574,-0.023442678,-0.44517955
CNAG_06553,-8.631216989,-4.559258944,-8.882746738,-7.905202297
CNAG_06557,0.347891947,-1.309639925,0.020822268,-0.96755051
CNAG_06562,-1.705382474,-0.369298251,-2.349197898,-0.940760563
CNAG_06565,-0.349595688,-0.129661624,-0.162345661,0.08810955
CNAG_06566,-0.572910781,1.117685107,0.746588171,-0.449098862
CNAG_06569,0.488831458,0.397037483,-0.035720503,-0.373975507
CNAG_06570,-1.159436402,-0.619844579,-0.070846572,-0.534453786
CNAG_06587,1.111507705,0.791456705,1.029981091,-0.731777367
CNAG_06592,-2.463695634,-0.186214488,-3.996331125,-2.034790735
CNAG_06597,-1.36671094,1.075061521,-0.794112149,-0.473717791
CNAG_06598,-0.29364336,-0.260953582,0.040649497,-0.452123631
CNAG_06609,0.864746115,0.02448165,0.009090645,-0.390729024
CNAG_06622,-0.740420345,-0.245408115,0.34258963,-0.004386766
CNAG_06627,-0.868147713,-0.728876902,-0.086446731,-1.500020088
CNAG_06631,-5.083785582,-3.072472945,-3.75067041,-5.011978646
CNAG_06636,1.315082101,0.543955779,-0.158876077,-1.290414192
CNAG_06643,1.931199785,-0.094269872,0.141325388,0.610951695
CNAG_06650,-1.629312274,0.22586039,0.231590525,-1.282709906
CNAG_06651,0.30875381,1.202610129,-1.909230845,-0.053283977
CNAG_06654,-0.426212729,1.372788295,-0.231547331,0.075652629
CNAG_06659,0.789109676,0.430667296,-0.152778426,-0.707660953
CNAG_06660,-1.593699899,-2.246887742,-5.157025659,-5.105855916
CNAG_06661,-2.442906015,-1.433165162,-2.094372962,-3.570397757
CNAG_06664,-4.451658809,-1.748659645,-5.600904108,-5.04686962
CNAG_06665,0.179107343,-0.059461105,-0.03146687,-0.255542007
CNAG_06667,0.698660723,0.462635088,0.598155887,0.455759439
CNAG_06672,0.895702277,0.886081003,-0.031809694,0.212794228
CNAG_06675,-7.370409562,-4.907939964,-6.521768923,-6.147566279
CNAG_06676,0.325961905,-0.569018815,1.377180058,-0.819953245
CNAG_06686,0.570053924,0.70170294,1.348158265,2.094818912
CNAG_06692,1.151769017,0.980622986,1.045461288,0.717752555
CNAG_06695,0.1083889,1.031135578,0.664679178,1.330495825
CNAG_06704,0.908912636,0.707880445,0.304693854,-0.760914436
CNAG_06707,1.094370016,0.355583732,0.252585311,0.197751733
CNAG_06708,0.547183618,-0.786663389,0.575215242,-0.128752732
CNAG_06714,2.857968591,-1.320002175,2.056892842,1.935372841
CNAG_06718,-0.660394837,-2.329089434,-2.712350872,-1.999280004
CNAG_06731,-6.132188589,-3.025588706,-6.616613157,-10.50872308
CNAG_06738,-1.606901508,-2.158757233,-2.196201636,-1.791334156
CNAG_06743,-0.729134128,-0.187422642,-0.374458391,0.619722884
CNAG_06750,-0.919607617,0.595786078,-1.619054456,-0.982455241
CNAG_06753,-2.790224004,-1.197405378,-0.216039185,-0.284827601
CNAG_06754,-5.470940407,-2.632052847,-3.044895383,-4.072307139
CNAG_06759,-1.405935001,-0.13477508,0.606896156,-0.169042637
CNAG_06771,0.685004985,0.430397491,-0.930509971,0.139214187
CNAG_06778,2.101494641,1.706332277,2.019606333,1.158934762
CNAG_06781,-0.255905616,-0.377242746,1.760208053,1.997554481
CNAG_06783,0.225174204,0.010468686,0.398484788,-1.274729905
CNAG_06786,1.345964379,0.576161786,1.090549692,0.51925261
CNAG_06790,-0.268032551,-0.204202348,-0.319756296,-1.249282003
CNAG_06791,-0.010363109,1.198587685,-0.717858664,-0.026494555
CNAG_06792,-7.273311322,-3.292460252,-5.968523897,-6.263762431
CNAG_06793,-0.984035087,0.672533032,0.467309457,1.144906485
CNAG_06794,-0.435242358,-0.263539897,-0.203045757,-0.535127518
CNAG_06796,-1.124716319,-0.112370841,-1.560612797,-0.827868701
CNAG_06797,1.133265509,1.314311308,-0.198493058,0.397846389
CNAG_06804,-1.667167033,-0.75970245,-1.351204101,-0.390989018
CNAG_06809,-0.410256781,-0.527903131,-0.383836874,-1.722135036
CNAG_06815,-1.879301558,-0.453001773,0.454479216,-0.679870877
CNAG_06816,-0.939407592,-1.911224729,0.924365486,0.234480267
CNAG_06818,-0.178166588,0.60690762,-0.283561536,0.051892299
CNAG_06820,0.702253364,-0.580870674,-0.012344945,1.280963785
CNAG_06822,-0.381592353,-0.394964848,-0.237568949,0.045132408
CNAG_06823,0.010696307,0.153610089,1.349876664,0.097827542
CNAG_06834,-9.235017662,-6.332103663,-6.02200737,-7.910283237
CNAG_06839,0.046777544,0.450087785,-0.058904362,0.511303905
CNAG_06846,-0.371102823,-0.346670599,0.408516048,0.169362649
CNAG_06853,-1.998273495,0.417678381,-0.394453577,-0.152931889
CNAG_06854,-0.597835245,0.376454072,-0.058834868,0.996696378
CNAG_06866,0.359270762,0.098363471,-0.174337187,-0.385427241
CNAG_06869,-0.056728569,1.109104274,0.408898124,-1.294754512
CNAG_06872,1.060478014,0.196933378,0.769514873,0.251957467
CNAG_06875,-0.220898994,-0.145038198,0.619209315,-0.31001997
CNAG_06876,0.1275084,0.729451335,0.405639578,0.640714096
CNAG_06879,0.326041193,0.112721676,-0.304139498,-0.117102385
CNAG_06884,0.896931161,0.024429837,-0.130629685,1.19248641
CNAG_06888,0.094657761,-0.148640094,-0.761693752,-0.700464204
CNAG_06892,-2.72993563,0.768621383,-1.001241683,-1.758229792
CNAG_06893,0.476918917,-1.709757921,0.756485448,0.239413933
CNAG_06906,-0.740998328,-1.345082072,-3.52885191,-1.166421955
CNAG_06907,0.628786655,1.055725675,0.06643729,-0.626550264
CNAG_06909,-0.4259183,-0.121310482,0.597915158,0.343077653
CNAG_06910,-0.977143627,-2.237463903,-2.520449295,-0.082991054
CNAG_06911,-0.953646695,0.21752858,-1.692116316,0.012390355
CNAG_06915,-0.853934308,1.148573478,0.207469318,-1.429000646
CNAG_06935,0.667202887,0.314156424,0.855823048,0.443824347
CNAG_06947,-1.223343563,0.689011134,0.466794721,-0.353110493
CNAG_06949,1.457009378,0.15140077,2.064169528,0.966786173
CNAG_06966,0.949747315,0.571540483,0.166164178,-0.392608323
CNAG_06971,-7.733614826,-5.165869768,-5.10106247,-5.652457477
CNAG_07008,0.501865717,1.026896552,0.471949217,-0.136565945
CNAG_07009,-1.042149227,-0.781613717,0.99718356,0.139212051
CNAG_07015,0.789210612,1.396627635,-0.708828863,1.314206197
CNAG_07027,-0.878017695,-1.224677889,-1.594179161,-1.911094763
CNAG_07029,-0.407818602,0.561623861,-0.36840317,-1.00420271
CNAG_07164,0.281726009,-1.595996364,0.648220998,0.785309136
CNAG_07176,-0.762854486,-0.450896236,-0.389416541,0.024557961
CNAG_07203,-1.100798316,-0.105159221,-0.500132414,-0.454803779
CNAG_07253,2.987295442,2.343334957,1.493649825,4.288635245
CNAG_07306,-0.236758041,-0.49467267,0.131098766,0.810933676
