Gene,Mouse1_Zadj,Mouse2_Zadj,Mouse3_Zadj,Mouse4_Zadj,Mouse5_Zadj
CNAG_00332,-1.236965751,-0.560834678,0.250630867,0.283452068,-0.337054581
CNAG_00333,-1.368890759,0.186096002,0.231335914,0.768041426,0.44714275
CNAG_00359,0.373656611,0.307742222,1.509791754,0.791997336,0.964827296
CNAG_00372,-4.642834398,-3.994264086,-1.569808167,-4.124004696,-4.735215388
CNAG_00398,0.148932533,-1.320081502,0.418555949,0.333541681,-0.122662766
CNAG_00399,0.478700266,1.720892056,1.808114992,0.271983884,0.081415112
CNAG_00407,-0.519252374,-0.061437455,0.658576221,-2.067694627,-0.186271882
CNAG_00485,0.296752377,-0.441658685,0.656809289,0.888263543,-0.355997545
CNAG_00519,-6.527345648,-5.634809887,-5.008784581,-5.771709843,-6.628752031
CNAG_00565,-7.504505454,-6.043461708,-7.260044077,-8.284161983,-9.516052709
CNAG_00566,0.165985139,-0.929205923,0.052139869,-0.530279063,1.05006717
CNAG_00588,-0.445737328,0.353100914,-0.079895686,1.533070786,-0.726484367
CNAG_00637,0.838075708,0.250515672,-0.764630129,0.307557007,0.498004153
CNAG_00668,-1.198704802,0.21149308,0.287515766,0.360572108,-1.135124128
CNAG_00701,-0.449388479,0.18704132,1.294870414,1.058461254,0.490293989
CNAG_00737,-4.05944992,-2.919979022,-3.741811256,-3.214002488,-4.671621949
CNAG_00744,1.327252459,1.452156871,1.690518504,0.717962114,1.454005236
CNAG_00745,-0.519062335,-1.62130747,-1.553940901,-1.826051053,-1.268893129
CNAG_00746,-4.768228428,-3.076287633,-4.901044995,-5.421728782,-6.373437551
CNAG_00748,-0.70756281,0.925737601,0.037307568,0.523823368,0.305209625
CNAG_00749,0.25618611,2.00803501,-1.138204498,-0.270405692,0.035712924
CNAG_00758,0.397637756,-1.185688672,0.184771953,0.578769092,-0.250621313
CNAG_00765,-0.181557666,0.180611392,0.875789066,0.453245411,0.867017244
CNAG_00794,-5.072157424,-2.204127751,-3.799686786,-4.41600273,-4.810671409
CNAG_00796,0.827171497,0.638797192,1.117424957,0.651772768,0.300697375
CNAG_00797,-1.73605556,0.086829203,-0.440544332,-0.152740388,0.098619045
CNAG_00798,0.637239279,0.599495883,-0.34353654,0.250456447,-0.32513554
CNAG_00799,0.699023316,1.045884801,-0.055248577,0.768182225,0.057212031
CNAG_00826,-0.840687317,1.070263498,0.775886399,-0.222489149,0.193265291
CNAG_00827,0.425453968,0.673361533,-0.202863513,0.979410344,0.329571033
CNAG_00832,0.669415388,-0.020149995,-0.243514434,1.03951346,0.875561916
CNAG_00839,0.725368286,1.349083774,0.564401792,1.130471135,-1.073894276
CNAG_00840,1.691602775,-0.034502171,0.475627187,1.902051375,1.203284119
CNAG_00865,1.082806868,0.047379659,0.647084125,0.805620741,0.800154077
CNAG_00874,-1.650253502,-1.132269558,-1.532048197,-1.963503824,-4.668122936
CNAG_00879,-2.599186105,-1.71769288,-1.556240512,-2.373515048,-2.543843913
CNAG_00921,-0.141885575,0.081325651,-0.053370234,0.328193893,-0.027642368
CNAG_00922,-1.079755248,-0.301547963,-0.643125981,-0.523538466,-1.651917654
CNAG_00923,0.170450076,0.551065057,-0.03016242,0.669040266,-0.609804286
CNAG_01044,0.535844594,0.371235812,1.269410587,-0.295188196,0.278516866
CNAG_01047,0.368105746,-0.468811918,-0.577138919,-1.2181857,-1.396076464
CNAG_01052,0.68584089,-0.526700614,-0.722667926,-0.76132,-0.160584752
CNAG_01062,-3.943010623,-2.792685039,-1.118774962,-1.251121979,-0.651779913
CNAG_01088,-1.339113431,-0.198947362,-0.990867097,-0.795060593,-0.110730602
CNAG_01089,-1.041422135,-0.952593832,-0.710309255,-1.671935434,-0.403093773
CNAG_01112,0.630317092,-1.76276652,-0.065741557,0.922917799,0.030781107
CNAG_01113,-4.284696573,-2.482285182,-3.99423608,-3.842812569,-5.320370833
CNAG_01118,0.665426318,-0.068600925,-0.118485166,0.542577262,-0.39861666
CNAG_01163,-5.689459397,-4.825786464,-4.617879279,-5.112006275,-3.885051478
CNAG_01229,-0.671186578,0.728257818,-0.128459397,0.974499757,0.640888999
CNAG_01231,0.635674809,-0.442814692,-0.488477806,0.772090571,-1.173851501
CNAG_01238,-4.217872456,-5.139409059,-4.182551284,-4.103922441,-5.296034638
CNAG_01239,-2.885451224,-1.392130084,-0.629342236,-2.483734775,-2.709580636
CNAG_01257,-1.804399022,0.461595797,0.758140736,0.636974295,0.122035872
CNAG_01420,-1.529220854,-0.867971488,0.038117342,-1.694151037,-1.175751806
CNAG_01441,-1.353242181,0.888139952,-0.3237342,1.172548308,1.52056817
CNAG_01475,-7.217184739,-7.245013343,-5.887235001,-6.651631223,-5.136750563
CNAG_01506,0.660837662,1.111621574,1.228329948,0.824005418,1.653060106
CNAG_01524,-1.407217495,0.628663567,0.121271521,-0.581412658,1.033934776
CNAG_01525,1.876353678,0.512512722,1.190026,1.905930887,1.774215848
CNAG_01535,0.52998128,1.197119096,-2.372789836,-1.252685306,0.243365381
CNAG_01542,-0.954135319,0.831303995,0.972394161,-0.242613876,1.383985568
CNAG_01573,0.575727274,0.537048053,1.518341752,0.049399374,1.371709803
CNAG_01574,0.841471774,0.991749889,1.646651671,-0.232194292,1.082153309
CNAG_01575,0.844398956,0.613212658,1.499405281,1.101929437,0.788353646
CNAG_01594,-5.413529236,-5.148324588,-3.968207502,-5.210434701,-3.429988378
CNAG_01604,0.138524964,-0.158788843,-0.555034618,-0.560460737,0.658000427
CNAG_01605,-0.206160444,0.483955059,0.630337943,0.083801395,0.614690279
CNAG_01635,-0.201729493,0.447448503,1.067275846,0.730853727,0.441677931
CNAG_01643,-1.241457606,-1.047776678,-0.81576743,1.122626297,-0.23603609
CNAG_01686,0.714940538,-0.085717285,0.204795502,0.022556587,0.672207497
CNAG_01699,-0.428027403,-0.489572444,-0.233061651,-0.577952853,-0.660521922
CNAG_01701,0.738051616,-0.399994738,0.561790889,0.463286223,-2.136394484
CNAG_01702,0.886038957,0.779417249,0.457418366,0.490820747,-0.136010963
CNAG_01713,0.749429547,0.824562489,1.553139815,0.345708416,0.129311653
CNAG_01742,0.056462508,-0.370311468,1.166062536,0.104666219,1.102140569
CNAG_01743,-0.460550231,-1.005829878,0.660663798,-0.733657844,-0.078265466
CNAG_01744,-3.610087153,-3.426100153,-2.941981278,-0.686489468,-1.883365275
CNAG_01745,-0.905078689,-0.447726432,-0.179791105,0.214666954,0.122967668
CNAG_01746,-0.181055635,-0.089706068,0.168231414,0.292404475,0.280428447
CNAG_01753,0.36816584,-0.311935333,-0.223946404,-0.376192993,0.252672567
CNAG_01772,0.321830499,0.19958005,-1.126659458,-0.424468251,-0.63831138
CNAG_01776,0.635494428,0.141196059,1.088481904,0.177646386,0.923671665
CNAG_01846,1.400888419,-0.487792223,0.611016388,1.504312923,-1.550609627
CNAG_01930,0.132331964,0.209202406,0.771304774,-0.729480637,-0.808382752
CNAG_01953,-0.182441325,-0.066063941,-1.583387607,0.586428211,-0.12638313
CNAG_01960,0.083365822,0.993676939,0.938351703,-0.018601925,0.59914209
CNAG_01961,-0.699048921,-0.468472192,-0.706192706,0.101314665,-1.016537904
CNAG_01969,-1.981511538,0.694277044,0.188463351,0.182842115,-0.001805867
CNAG_01970,1.552045962,-1.506161104,0.004137662,-0.362452149,-0.592298737
CNAG_01982,-0.287502309,-0.916042844,-1.020697215,-0.129832909,0.016171051
CNAG_01995,0.37523226,-0.407756299,-0.551762293,-0.030742494,-0.437082675
CNAG_02007,-1.526514074,-2.071758607,-0.789402122,-1.146508662,-2.724278298
CNAG_02008,-1.337431682,-1.293879806,-0.225737163,-0.050567854,-0.208756317
CNAG_02010,0.810351983,0.76388507,-1.099326822,-0.58457388,-0.641508106
CNAG_02011,-0.46679106,0.009301457,0.386091079,0.09142787,0.056146221
CNAG_02030,-2.032332528,-1.35102282,-1.855991766,-2.684849553,-2.821979787
CNAG_02041,-0.648693744,-1.371854232,0.729809978,0.037939011,-0.949533825
CNAG_02049,0.829529115,1.57771914,0.400264684,0.697358366,0.617016656
CNAG_02070,-0.507353597,0.884341396,0.121846,0.020004063,-0.32379247
CNAG_02071,-1.37477463,0.359333814,-2.798347618,0.265974601,-0.946046248
CNAG_02081,-0.526032135,-0.182606477,-0.63251574,-0.8303887,-0.617499551
CNAG_02089,-0.423066156,0.556231211,0.077321367,-0.565250872,-0.489599426
CNAG_02090,0.928173217,-0.740927606,-0.007097447,-1.40E-05,-0.221494636
CNAG_02107,0.170044729,1.524854741,-1.454888897,0.248098197,0.179128258
CNAG_02118,0.114756376,-0.920478917,0.032585859,1.11752376,0.466607264
CNAG_02168,-1.932992966,0.096154435,-0.891214399,0.191529992,-0.871037998
CNAG_02176,-0.363715909,0.589638506,0.201723517,1.056223096,0.479978
CNAG_02225,1.457018511,-0.355907393,-0.668020921,0.276368458,-0.398386118
CNAG_02226,0.363243331,0.123346378,0.404145985,1.464537288,0.289481991
CNAG_02254,0.278371923,0.418063744,0.247290719,-0.011894371,0.268548831
CNAG_02255,0.703089832,0.860968388,0.470973376,-0.329660222,-1.050587446
CNAG_02270,-6.347593743,-5.478328341,-2.905393385,-5.614545411,-0.423085701
CNAG_02288,-0.144615842,0.142366659,-0.524933283,-1.072898153,0.434937364
CNAG_02297,-0.429862657,-0.362830139,0.219212513,-0.232138738,-0.091601884
CNAG_02298,-3.583663736,-2.47130909,-3.455864598,-0.364511901,-2.358376441
CNAG_02323,0.533530815,1.351028071,1.44184117,1.663366875,1.208776237
CNAG_02334,-0.712137221,-0.633798559,1.044758181,0.427866372,-1.929014056
CNAG_02365,0.442602895,-0.444836549,1.004369762,0.058244555,0.115958944
CNAG_02366,-5.998298703,-4.93666658,-6.772812313,-5.497715761,-7.790504543
CNAG_02400,0.637282738,-0.188962367,0.34541967,1.263486431,1.235392745
CNAG_02401,2.066017192,5.181407035,2.481237552,3.903884261,3.182302858
CNAG_02455,1.271408758,0.859307936,-0.116867284,0.545869017,1.07344327
CNAG_02472,1.693656025,0.515322173,1.150286489,-1.325146437,0.80597715
CNAG_02475,-0.286449124,-0.033313729,-0.704859113,-0.438329846,0.603863155
CNAG_02498,-3.851614851,-4.07959289,-1.799091906,-2.446460718,-3.31292586
CNAG_02510,-3.053350959,-0.670391382,-2.102977593,-2.372270949,-1.699075947
CNAG_02526,0.529616815,1.044513211,0.964464137,0.624496084,-0.119761657
CNAG_02533,-3.148857304,-2.75452054,-2.768544607,-3.253967864,-3.180459732
CNAG_02539,0.243840523,1.731765316,-0.395194786,1.063836868,0.047411685
CNAG_02540,1.223420843,-0.036079326,0.516997953,0.218032972,0.470300199
CNAG_02548,0.454440916,-0.344309463,-0.677732988,-1.005530097,0.367306672
CNAG_02549,-10.03760604,-7.808266739,-7.512866875,-10.01209411,-8.897396534
CNAG_02550,1.334994742,0.226437674,0.423581408,0.036111335,0.549682302
CNAG_02551,0.004721698,-0.348841734,-0.788234052,-0.551472457,0.079361343
CNAG_02588,0.065299464,0.567528256,-0.039908088,-0.530028252,-0.209476901
CNAG_02658,1.410094903,-0.298646191,-0.632569287,0.666405956,0.651493428
CNAG_02684,1.778922652,0.87240082,1.479530119,0.963814354,1.456088071
CNAG_02685,0.285688728,-0.345231804,-0.960154797,0.856813478,0.072404945
CNAG_02691,0.331703279,-0.95445216,0.488572718,0.036047237,-1.748190935
CNAG_02692,-0.818914683,-0.514910587,-0.84699361,0.248790842,0.177137111
CNAG_02776,1.022792815,-0.107578641,0.17256038,-0.727658216,0.481676001
CNAG_02790,0.565110334,0.364155099,0.921954303,1.316773836,1.049140037
CNAG_02822,-1.291329626,0.516226861,0.175982732,0.79327015,-0.470799082
CNAG_02830,-8.505182882,-7.356599857,-6.558311311,-5.34271204,-8.616061617
CNAG_02848,0.34119332,-0.530160233,0.105027233,-0.865152678,0.022258807
CNAG_02849,-1.519464047,-1.95643518,-0.700125945,-0.78063591,-0.567966282
CNAG_02882,-8.731213213,-5.65482711,-5.283571198,-6.008912087,-8.107701806
CNAG_02883,0.186398802,-1.231429434,-2.106045174,-2.525863677,-2.994621567
CNAG_02930,-5.01890055,-3.699868337,-5.253643258,-5.440996153,-4.533072009
CNAG_02944,0.05180379,-0.305239979,-0.294708425,-0.34782301,1.205446114
CNAG_02983,-1.12616345,0.878376608,-0.02553454,0.774355195,0.260064507
CNAG_02990,-2.073539065,-0.286926317,-0.959828585,-0.964346672,-1.276210261
CNAG_03007,0.502494475,0.382017751,0.153248265,1.147379637,0.358801239
CNAG_03019,0.476935644,0.391385727,0.928151499,-0.965400219,-0.274716348
CNAG_03024,-1.977842131,-2.528277929,-2.677596242,-3.499008057,-3.992680793
CNAG_03050,0.093088968,0.684127395,0.833552257,-1.00470888,-0.024085241
CNAG_03051,-0.719554991,0.232826885,-0.095176,-1.465732566,-1.71181739
CNAG_03058,0.66354956,0.176297,0.018081397,-0.168705205,0.220169756
CNAG_03101,-0.117014875,0.606885802,0.990143325,0.237025713,1.078930578
CNAG_03110,0.074630766,0.615347713,0.638318841,0.244756163,-0.198948737
CNAG_03113,0.787656528,-0.817154343,0.039535338,1.370445499,-0.367165622
CNAG_03118,1.705473658,2.2853064,2.724267725,1.65778224,0.491164213
CNAG_03140,-0.833359315,-0.749624934,0.131029263,-1.804430392,-0.096268943
CNAG_03168,-2.147400223,-2.99794832,-4.132228815,-2.90631701,-0.322935526
CNAG_03169,0.377941907,1.041450736,0.637744345,0.247973094,-1.217479074
CNAG_03178,0.386397825,0.842704444,0.530156695,-1.371096863,1.318862657
CNAG_03193,1.044051122,-0.492645484,0.490790068,0.843297182,0.698989603
CNAG_03199,-0.402112419,0.316129647,0.765682297,0.263597973,0.401704444
CNAG_03213,0.516597239,0.929468671,-0.576007618,0.717865543,-0.113575274
CNAG_03241,-0.022726974,0.329953314,-1.867089534,-3.166482967,-0.569599896
CNAG_03242,0.54662457,0.62925945,-0.064978728,-0.239594643,0.203263928
CNAG_03247,0.260278309,0.360573464,0.267636048,0.60279653,-0.379575721
CNAG_03280,-0.317458254,-0.078619446,0.884206789,-1.49142582,-1.050035285
CNAG_03364,0.018591008,0.075756501,-0.867018795,-1.043625051,0.38386374
CNAG_03365,-1.49891945,-1.671200279,-0.938466001,-1.008116666,-0.672868492
CNAG_03369,1.991884242,0.066669479,1.780614826,0.307350141,1.498059847
CNAG_03382,-3.609232078,-3.571335427,-5.694096274,-6.949846486,-6.074919612
CNAG_03383,1.796757995,-0.693620832,0.47327693,0.718224473,-0.193618963
CNAG_03384,-0.675308058,0.051995881,0.283869515,-0.902310795,0.142860581
CNAG_03385,-3.653903003,-1.683743855,-1.969417979,-1.794546603,-2.182966205
CNAG_03408,-0.043209553,0.457259636,-0.903116035,-0.806823951,0.82690246
CNAG_03413,-0.660094925,-1.50751292,-0.52244646,0.277761237,-1.514614537
CNAG_03434,-2.335397809,-1.539330854,-3.068984357,-5.613868463,-2.938663139
CNAG_03512,2.102274791,0.078201164,-0.482471925,0.568620422,-0.603909594
CNAG_03524,0.473004419,-0.45122963,-0.730605079,0.031847289,0.405836125
CNAG_03526,0.083954659,0.935282337,1.688551249,0.377355038,0.152495208
CNAG_03542,0.621792033,0.718637516,1.652987111,0.802332497,-0.418604069
CNAG_03543,-2.36297594,-0.623423982,-0.674662597,0.720041893,0.087348578
CNAG_03562,0.522044516,-0.373017654,0.403091116,-0.027770778,0.388339739
CNAG_03572,0.477500847,0.349589043,0.490747604,1.026443331,0.905166684
CNAG_03631,1.225850737,1.162355897,-0.957520196,1.293013012,0.819761398
CNAG_03632,1.081171292,0.572983371,-0.325613334,0.050617874,0.790250275
CNAG_03667,0.259882897,0.075840915,0.580646591,-0.548071521,-0.422936085
CNAG_03668,-0.661208477,1.224246255,-0.360665325,1.032893804,0.686967562
CNAG_03683,0.423294869,-0.054887327,-1.556630063,0.463651161,0.197704046
CNAG_03705,0.322613839,0.343502755,1.441287771,0.22704559,-0.366075241
CNAG_03719,-1.355016177,-0.119783742,0.83452893,-0.820588799,-0.076342383
CNAG_03722,-4.815825556,-2.837928886,-2.369098201,-2.994497561,-3.094184177
CNAG_03732,-0.363427923,0.124546714,0.056621637,0.897942238,0.652119415
CNAG_03754,0.928491946,0.370050262,-1.624984308,-0.395115993,0.62867157
CNAG_03765,-9.708957717,-9.082400165,-7.168456759,-9.170094147,-11.08326843
CNAG_03837,1.487957679,0.736697539,0.353104107,0.36164296,-0.520663434
CNAG_03838,0.664828571,-0.528572331,0.262632949,-0.013166023,-0.73283484
CNAG_03857,-0.167063688,1.960744186,0.083506946,0.050419369,0.858850583
CNAG_03867,-0.366244191,-0.447863553,0.18006919,0.458614233,0.423824668
CNAG_03874,-0.471345927,0.50947683,0.208955518,-0.227090399,0.457498201
CNAG_03882,0.036451306,0.557521114,0.313758692,0.23865038,-0.181072691
CNAG_03902,1.934144349,2.574763547,0.413026338,1.678064272,1.227678169
CNAG_03911,0.081099535,0.698975371,1.188217305,-0.179382716,-0.937236166
CNAG_03912,0.109656823,0.838478292,0.903914908,-0.619815179,-0.030392912
CNAG_03997,-0.013557414,0.962987019,-0.160861731,1.211534455,0.144669495
CNAG_04015,-0.576630598,0.918343366,0.242868003,1.053164402,-0.062886005
CNAG_04016,0.648306244,0.634722791,0.262287362,0.984402239,-0.688922179
CNAG_04027,-0.734538404,0.572077816,-0.634808868,0.569264685,0.828904431
CNAG_04085,0.33989838,-0.597205381,0.133007709,0.646587178,0.172933807
CNAG_04101,-0.303886669,0.675865353,-1.704965403,0.44166055,-0.378111311
CNAG_04105,0.001377367,0.055424573,0.599614165,1.289397525,1.058943084
CNAG_04108,-4.548039868,-6.911183701,-6.078385954,-6.997369049,-6.555339815
CNAG_04122,0.560575873,-0.788009822,0.389576598,-0.700425634,1.094281554
CNAG_04137,-0.29413629,0.102072681,0.744905581,0.712460385,-0.275487906
CNAG_04139,1.31551883,0.065722999,-0.542423658,0.856541337,0.296004611
CNAG_04140,-5.442047724,-5.5512533,-7.184068453,-5.84063905,-5.301568524
CNAG_04215,0.265962338,-1.319419795,0.498767466,-2.490524334,-1.477013549
CNAG_04223,-0.33675108,0.24204387,0.382703412,0.754964165,1.295476512
CNAG_04224,-5.031860727,-5.180113994,-4.947654804,-4.978081207,-7.158710619
CNAG_04283,-12.61373289,-8.840380733,-9.777134352,-11.09328677,-12.74428849
CNAG_04308,-0.278753562,0.826996231,0.903502995,0.855070986,-1.146893983
CNAG_04323,0.518760252,-0.261517554,1.120247275,-0.167563975,-0.376831477
CNAG_04324,-0.120910532,-0.129200376,0.30275643,0.459474992,-0.861336895
CNAG_04343,-0.678530027,0.414013604,0.338905566,-0.631455264,0.323110731
CNAG_04344,0.040065933,0.644820744,0.700051263,0.157938232,-0.076903311
CNAG_04385,1.330357009,0.451788118,-0.152567969,0.071513711,0.852792194
CNAG_04386,0.35740661,-0.045760859,1.768414682,1.505453441,-0.511466749
CNAG_04415,-0.073979807,0.28302595,0.330657352,0.032319012,1.355889421
CNAG_04416,-0.204561668,-0.689960631,1.13809,0.731418643,0.473185687
CNAG_04449,1.267523589,0.505205938,0.397344514,0.289036538,1.050611831
CNAG_04469,-1.328164734,-0.277472443,-0.39357515,1.356250521,0.916932039
CNAG_04470,-1.133024787,-0.210207105,0.074426567,0.311202769,1.645382898
CNAG_04504,-0.357633279,1.460090151,-0.016368445,0.619694869,0.24688659
CNAG_04505,-9.727514661,-9.027959972,-9.234747709,-7.904911101,-8.540652367
CNAG_04514,-9.765642548,-8.085925606,-9.264618813,-8.74356437,-8.150438289
CNAG_04520,0.663919976,0.893360549,0.12380102,0.146182858,0.295542613
CNAG_04566,-0.132573164,1.026661201,0.736842736,-0.721394761,-0.605896701
CNAG_04582,0.753163446,-0.260258572,-0.0621376,0.721041246,0.26645918
CNAG_04587,-1.080406586,-1.028039116,1.309993156,-1.822776011,-1.265204577
CNAG_04594,-0.144722558,-0.431461878,0.704291246,-2.064496526,-1.410986104
CNAG_04609,1.421792046,1.880930584,0.745732415,1.170647642,1.534673862
CNAG_04618,1.287144207,0.166218572,-0.230293423,0.753287073,0.927693501
CNAG_04622,-0.964294427,0.354676844,0.013071208,-0.255886178,0.368788586
CNAG_04632,1.530260059,0.435772811,0.922573265,1.023162625,1.39133853
CNAG_04633,-0.479657861,-0.431799139,-0.419519123,0.392116297,0.538065982
CNAG_04634,-0.499245775,0.715086254,1.184223084,0.367929903,-0.076555875
CNAG_04642,-2.610886796,-1.680661443,2.255677917,2.915778079,2.910807637
CNAG_04655,0.43432139,1.26145595,0.959040981,1.338281151,0.115737895
CNAG_04656,0.541868517,0.054868764,-0.669465879,-1.369335209,-1.266114014
CNAG_04657,0.181428561,1.168080917,-0.350020807,1.294267515,0.999972227
CNAG_04663,-0.170089197,0.793698435,-0.844043719,0.093870041,-0.795850353
CNAG_04681,-0.978604731,0.318748693,0.241849747,-0.048189945,0.525675028
CNAG_04688,-3.260060163,0.881221178,-4.833150888,-2.023706177,-2.083809908
CNAG_04691,0.659305033,-0.024069356,-0.468085477,0.378378311,-0.148658343
CNAG_04705,0.108747849,0.960066242,0.843898047,0.757496105,-0.158893833
CNAG_04719,0.291747241,-0.382268523,0.798758947,-0.989398835,-0.764059332
CNAG_04730,0.66514221,-0.162228585,0.262443571,0.628795196,0.256528349
CNAG_04735,-1.279208499,-0.606982247,-0.109960466,1.412866723,-0.033992706
CNAG_04736,0.601386298,0.38960243,0.55783409,1.125098609,0.315802727
CNAG_04757,0.611648967,-0.097811008,-1.667404998,1.37656204,0.617426875
CNAG_04801,0.175328446,-0.811977002,1.753660405,1.234095934,1.138419614
CNAG_04848,-5.458342664,-2.813513638,-3.933364794,-3.640404031,-4.32957364
CNAG_04853,0.675896675,1.065776829,0.083974353,0.072229693,1.190699016
CNAG_04860,-0.604699831,-1.062520651,0.037690834,0.023476779,0.28097241
CNAG_04876,0.490015583,-0.53266611,-0.717248978,-0.224413485,0.027641636
CNAG_04877,0.135969402,-0.498755763,0.78098237,0.598766688,0.750002934
CNAG_04885,1.366227737,0.563690948,0.373643725,0.141725468,0.586533633
CNAG_04887,0.123806435,-0.146458116,1.045351213,-1.363398543,0.206780785
CNAG_04888,-0.625205079,0.823467207,0.507873918,-0.449033281,0.005592535
CNAG_04891,0.063992941,-0.331250173,-1.517601932,0.876627506,0.874112663
CNAG_04903,0.287417072,0.824535268,0.138110864,-0.80078844,0.315340896
CNAG_04907,0.370074684,-0.413036378,0.747436824,0.476997987,-0.279826737
CNAG_04944,-0.579455812,0.901798027,-0.116452306,0.341978902,0.720680208
CNAG_04945,-0.094737012,0.042650542,0.931415445,0.122924252,0.247996283
CNAG_04953,-0.565331341,-1.339538697,0.049887287,0.236556409,0.520606805
CNAG_04963,-0.87328475,0.282694783,-0.821463131,0.913629084,0.378298677
CNAG_04982,1.003031309,-0.621695957,0.20405826,0.392080284,0.45847511
CNAG_04983,0.860169587,0.880443881,-1.225497632,-0.113640061,0.569399684
CNAG_05114,-0.096239965,-0.435789775,0.572390135,1.117914082,-0.251320062
CNAG_05115,0.562074343,1.078753998,-1.505666034,1.423110287,0.87640395
CNAG_05119,-0.579452617,-0.094454139,0.160150872,1.157449528,-0.069921279
CNAG_05156,-0.193515622,-0.249836576,0.010707018,0.771848461,-0.066968379
CNAG_05161,0.526991634,0.183441797,0.78212133,0.909766492,0.525223682
CNAG_05177,-0.421941659,-0.02826547,0.216604013,1.002062464,-0.376572415
CNAG_05304,-0.508528802,-0.171067353,-0.369652721,0.707521875,0.153237596
CNAG_05315,-0.49008892,0.947449151,-0.591598348,0.862452657,0.08243664
CNAG_05316,0.428241314,0.13945434,1.010165786,0.657588425,-0.53339885
CNAG_05324,-0.393464656,-1.213595462,0.418875172,-0.111885448,-1.199693361
CNAG_05345,1.208266744,-1.542890394,0.047275937,-0.109273758,-0.171824751
CNAG_05346,-0.422985038,0.350246767,-0.334687881,0.428916319,0.018773565
CNAG_05369,0.839667062,0.221253058,0.536726341,-0.968847553,-0.192599507
CNAG_05393,-1.228069709,-0.298615409,0.284286083,-1.315732957,0.523480285
CNAG_05408,-1.715077542,-3.094992251,0.396015412,-3.730975293,-1.313233806
CNAG_05420,-7.174248137,-6.029653924,-4.185799068,-9.666845029,-4.470940688
CNAG_05446,-9.743556319,-10.85842501,-6.119330703,-7.050112739,-8.695660576
CNAG_05452,0.253491973,1.089771211,0.21737418,-1.367501518,-0.616576527
CNAG_05520,3.242040117,1.576688359,3.038353439,1.21367623,1.078304067
CNAG_05524,-2.773450406,-3.526976298,-1.284289172,-1.87707731,-1.123636668
CNAG_05540,-2.017185308,-1.789039209,-0.804654861,-0.162846588,-0.911799956
CNAG_05586,3.508679809,2.944857481,2.010616104,0.845965052,3.059227251
CNAG_05591,-0.108119786,-0.101634912,1.00887376,0.553408299,0.382849579
CNAG_05632,0.956712038,0.181212043,0.174037168,-0.351808611,-0.048218047
CNAG_05640,-3.83174012,-3.151427285,-1.690171458,-4.400246191,-1.632668169
CNAG_05663,-0.901457261,-0.61541326,-1.837042062,-3.641952003,-2.020233705
CNAG_05686,-0.146687835,0.505463385,-1.138476316,0.201184519,1.039227125
CNAG_05727,0.87400695,-0.085975803,0.230595853,-0.683368097,0.265193443
CNAG_05813,0.455773304,-2.205068231,-0.781138933,-0.065003352,-0.185871672
CNAG_05817,-1.954184649,0.068085855,-1.31305197,-0.968107833,-2.481744333
CNAG_05872,-1.524247579,-2.634092919,-1.226109802,-1.667260957,-1.227836443
CNAG_05913,-0.217499422,-0.749811693,-1.186682893,-0.01819841,0.407252774
CNAG_05934,-0.628099269,-1.829328664,1.804099573,-0.245374909,-0.70709911
CNAG_05939,-0.41443296,-0.514956627,-0.476971631,-0.661738629,0.302622956
CNAG_05940,2.239298267,2.188126682,0.507247014,1.5213331,2.495809062
